maxcc,ind,cc,year,week,mage,fage,flfp,heduc,children,adult,food,expend,hincome
6,22,1,1991,17,44,43,3,2,1,4,2.7481627,8.0894632,5.2826843
6,22,2,1991,25,44,43,3,2,1,4,2.8451655,6.0550981,5.6831269
6,22,3,1992,1,44,43,3,2,1,4,3.8930726,8.2983465,4.4788013
6,22,4,1992,9,45,44,3,2,1,4,2.1224184,5.6460886,4.0942478
6,22,5,1992,17,45,44,3,2,1,4,2.3183594,6.8114581,5.4391084
6,22,6,1992,25,45,44,3,2,1,4,2.9964223,10.048048,6.5097189
6,87,1,1985,1,35,32,2,3,2,2,1.7946918,4.5946755,6.0343943
6,87,2,1985,9,35,33,3,3,2,2,3.1552136,5.3284383,6.5947151
6,87,3,1985,17,35,33,3,3,2,2,.56558847,2.7338228,5.2907333
6,87,4,1985,25,35,33,3,3,2,2,1.29716,4.9709692,6.061852
6,87,5,1986,1,36,33,3,3,3,2,.67800033,3.2892992,4.6094012
6,87,6,1986,9,36,34,3,3,3,2,.92070025,2.8852417,4.6180878
6,120,1,1991,17,41,40,3,3,2,2,.85722744,3.3829286,4.0935678
6,120,2,1991,25,41,41,3,3,2,2,.86777353,2.3396831,5.1341124
6,120,3,1992,1,41,41,3,3,2,2,1.2792141,4.5832009,4.1828275
6,120,4,1992,9,41,41,3,3,2,2,.71702099,3.3800764,5.3604846
6,120,5,1992,17,42,41,3,3,2,2,1.16397,3.8954628,4.2676592
6,120,6,1992,25,42,42,3,3,2,2,1.1281691,3.3280063,5.2478042
6,121,1,1993,1,39,35,3,1,5,3,4.2366977,8.0401487,2.9382162
6,121,2,1993,9,39,36,2,1,5,3,3.0719888,5.1438856,5.8286304
6,121,3,1993,17,40,36,3,1,5,3,3.6303735,9.4708338,6.9430852
6,121,4,1993,25,40,36,2,1,4,4,2.9059589,6.1905603,7.298974
6,121,5,1994,1,40,36,2,1,4,4,3.1272779,5.2349567,8.2402897
6,121,6,1994,9,40,37,2,1,4,3,4.7031269,8.0530796,7.9737377
6,157,1,1988,1,33,32,3,5,2,2,.78403503,2.6727307,7.1324878
6,157,2,1988,9,33,32,3,5,2,2,1.3839219,4.0950332,7.9049978
6,157,3,1988,17,34,33,3,5,2,2,1.5355458,2.7321374,5.63448
6,157,4,1988,25,34,33,3,5,2,2,.86402792,4.1489959,6.9649167
6,157,5,1989,1,34,33,3,5,2,2,1.4544774,3.7922044,7.1174502
6,157,6,1989,9,35,34,3,5,2,2,.95183045,3.8649263,8.2863531
6,158,1,1990,1,35,35,3,5,2,2,2.4510148,6.2814922,7.1998105
6,158,2,1990,9,35,36,3,5,2,2,1.7335383,7.2362695,7.9525843
6,158,3,1990,17,35,36,3,5,2,2,2.5020192,8.1404905,6.8127422
6,158,4,1990,25,35,36,3,5,2,2,2.207387,6.2375388,8.0824413
6,158,5,1991,1,36,36,3,5,2,2,1.5505,7.7080731,6.4136868
6,158,6,1991,9,36,37,3,5,2,2,2.002599,8.3926363,7.2951169
6,202,1,1994,17,42,43,3,3,3,2,1.1870943,4.0761366,5.2735057
6,202,2,1994,25,42,43,3,3,3,2,.75749826,2.7530951,5.946701
6,202,3,1995,1,42,43,3,3,3,2,1.5202008,4.4130917,5.2322989
6,202,4,1995,9,42,43,3,3,3,2,.66613168,3.2315657,5.739594
6,202,5,1995,17,43,44,3,3,2,3,.77285343,2.7879856,6.6078644
6,202,6,1995,25,43,44,3,3,2,3,.59258801,7.4686027,6.1173081
6,207,1,1990,17,44,36,3,2,3,2,1.6487426,3.2949605,4.2711797
6,207,2,1990,25,44,37,3,2,3,2,2.2378738,5.4226685,5.8119454
6,207,3,1991,1,45,37,3,2,3,2,1.2764788,5.3427234,5.7384858
6,207,4,1991,9,45,37,3,2,3,2,1.2383529,3.2256258,5.3247471
6,207,5,1991,17,45,37,3,2,3,2,1.7062796,4.8743734,5.0495768
6,207,6,1991,25,45,38,3,2,3,2,1.5190518,4.3805122,7.2906165
6,240,1,1994,17,34,32,3,3,2,2,1.8013704,3.9253013,3.1485615
6,240,2,1994,25,34,33,3,3,2,2,.78990972,2.3665144,3.3027215
6,240,3,1995,1,34,33,3,3,2,2,.74914527,2.905097,3.1871834
6,240,4,1995,9,34,33,3,3,2,2,.60434121,2.0096073,4.1665578
6,240,5,1995,17,35,33,1,3,2,2,.7394979,2.5995972,3.906893
6,240,6,1995,25,35,34,1,3,2,2,1.0700681,2.8620799,4.6679544
6,241,1,1985,1,30,27,3,2,0,2,.91949785,3.1394563,5.5744033
6,241,2,1985,9,30,27,3,2,0,2,.87455207,2.3235304,4.564127
6,241,3,1985,17,30,27,3,2,0,2,.81275219,2.2338841,4.8185072
6,241,4,1985,25,30,27,3,2,0,2,.9682923,3.2389994,4.9293685
6,241,5,1986,1,31,28,3,2,0,2,.95509458,3.0084045,.99252313
6,241,6,1986,9,31,28,3,2,0,2,1.0305486,1.7786093,4.7860217
6,242,1,1986,17,42,45,3,2,3,2,2.4099579,6.0170722,3.2104292
6,242,2,1986,25,42,45,3,2,3,2,1.6361469,4.9968987,4.0602369
6,242,3,1987,1,42,45,3,2,3,2,3.0617964,10.179429,4.0018601
6,242,4,1987,9,42,46,3,2,3,2,1.6570077,3.0059631,4.9432592
6,242,5,1987,17,43,46,3,2,3,2,1.0472301,4.7783532,3.1014788
6,242,6,1987,25,43,46,3,2,3,2,3.1027584,6.3194914,4.1688004
6,257,1,1985,1,58,55,3,1,0,2,2.8753643,7.1600232,2.692661
6,257,2,1985,9,58,55,3,1,0,2,.84023374,2.1452947,2.2992406
6,257,3,1985,17,58,55,3,1,0,2,1.0000939,1.8640966,2.7735939
6,257,4,1985,25,59,56,3,1,0,2,1.4328455,2.8728378,3.5947354
6,257,5,1986,1,59,56,3,1,0,2,1.4097105,2.905045,2.5692484
6,257,6,1986,9,59,56,3,1,0,2,1.1103588,1.8630276,3.5530858
6,258,1,1986,17,41,43,3,3,2,2,1.1880871,3.727633,2.8143373
6,258,2,1986,25,41,43,3,3,2,2,1.3926121,4.364696,3.7785623
6,258,3,1987,1,42,43,3,3,2,2,.80088508,2.4163816,3.7580917
6,258,4,1987,9,43,44,3,3,2,2,.83754683,2.1404526,3.4300165
6,258,5,1987,17,43,44,3,3,2,2,1.5226576,3.6987355,2.7229257
6,258,6,1987,25,43,44,3,3,2,2,.82734907,1.7074864,3.6356666
6,265,1,1986,17,43,41,3,2,2,2,1.2601479,3.3136518,4.3153172
6,265,2,1986,25,43,41,3,2,2,2,1.2104533,3.0671496,5.46174
6,265,3,1987,1,43,41,3,2,2,2,.61931646,1.9874772,5.3832126
6,265,4,1987,9,44,42,3,2,2,2,.81847429,3.2258217,4.2707071
6,265,5,1987,17,44,42,3,2,2,2,.9553678,2.4431238,4.4563003
6,265,6,1987,25,44,42,3,2,2,2,1.2806756,3.6036553,5.2261395
6,271,1,1985,1,34,33,1,5,2,2,2.8354526,11.246487,11.499886
6,271,2,1985,9,34,33,1,5,2,2,1.3934757,4.1990266,10.637046
6,271,3,1985,17,34,33,1,5,2,2,2.1644638,5.430613,10.662453
6,271,4,1985,25,35,33,1,5,2,2,1.9909686,6.2533484,13.510862
6,271,5,1986,1,35,34,1,5,2,2,2.3864286,10.904466,9.9195843
6,271,6,1986,9,35,34,1,5,2,2,1.2313842,4.933342,14.937356
6,280,1,1986,17,26,21,1,4,0,2,1.6715432,5.1013494,6.0039191
6,280,2,1986,25,26,22,1,4,0,2,.74209189,4.992517,7.3991117
6,280,3,1987,1,27,22,1,4,0,2,.85972828,3.856564,5.5592675
6,280,4,1987,9,27,22,1,4,0,2,.73840261,3.580991,7.2030349
6,280,5,1987,17,27,22,1,4,0,2,.74472916,3.1741068,5.4524927
6,280,6,1987,25,27,23,1,4,0,2,.29392034,2.9221227,7.0705481
6,316,1,1987,1,49,44,3,1,0,2,.53885406,1.8918628,2.1965404
6,316,2,1987,9,49,44,3,1,0,2,.90068346,1.5356897,2.804543
6,316,3,1987,17,50,45,3,1,0,2,1.0702763,2.709455,2.1451342
6,316,4,1987,25,50,45,3,1,0,2,.87138921,2.1074569,2.4285791
6,316,5,1988,1,50,45,3,1,0,2,.92638421,1.5081047,2.2115858
6,316,6,1988,9,50,45,3,1,0,2,.87830484,2.0361099,2.8243353
6,326,1,1987,1,42,41,3,1,3,2,1.7262837,4.0914278,3.5346377
6,326,2,1987,9,42,41,3,1,2,3,1.0379728,2.6090224,4.2169027
6,326,3,1987,17,42,41,3,1,2,3,1.4751149,2.8104627,3.2768085
6,326,4,1987,25,42,41,3,1,2,3,1.2546664,2.8121853,4.4445319
6,326,5,1988,1,43,42,3,1,2,3,.98370606,2.9996836,3.3271072
6,326,6,1988,9,43,42,3,1,2,3,1.4426051,2.1283107,4.2074194
6,494,1,1986,25,26,25,1,3,0,2,.98529845,3.822912,7.5859103
6,494,2,1987,1,26,26,1,3,0,2,.76414871,7.7631388,5.8847923
6,494,3,1987,9,26,26,1,3,0,2,1.0192291,3.8687813,7.1384296
6,494,4,1987,17,26,26,1,3,0,2,1.1326458,4.659513,7.0530415
6,494,5,1987,25,27,26,1,3,0,2,1.000478,3.6467943,8.9717836
6,494,6,1988,1,27,27,1,3,0,2,.94979066,7.3775706,8.8645029
6,513,1,1985,1,31,30,3,4,2,2,1.777123,5.3472099,7.0447526
6,513,2,1985,9,31,30,3,4,2,2,1.6810331,5.7320085,6.0695834
6,513,3,1985,17,32,30,3,4,2,2,2.1275203,4.5128603,6.4535584
6,513,4,1985,25,32,30,3,4,2,2,1.2934979,3.6291449,8.3170595
6,513,5,1986,1,32,31,3,4,2,2,1.8610132,8.1109619,6.0692749
6,513,6,1986,9,33,31,3,4,2,2,1.283776,4.9761515,7.8802276
6,522,1,1985,1,38,33,3,4,3,2,1.8529363,5.0397072,7.8017035
6,522,2,1985,9,38,33,3,4,3,2,2.2014651,5.3944902,7.7603827
6,522,3,1985,17,39,33,3,4,3,2,1.9112991,5.8115115,8.923913
6,522,4,1985,25,39,34,3,4,3,2,2.1847003,7.0781698,8.5174189
6,522,5,1986,1,39,34,3,4,3,2,2.2772648,7.1317053,9.6868715
6,522,6,1986,9,39,34,3,4,3,2,1.7268368,6.01226,8.9681807
6,533,1,1985,1,28,27,1,2,1,2,1.4192541,4.5000677,4.3319435
6,533,2,1985,9,28,27,1,2,1,2,1.5128356,4.3155866,4.4556394
6,533,3,1985,17,29,27,1,2,1,2,1.2217537,3.3465452,5.8100176
6,533,4,1985,25,29,27,1,2,1,2,.74434721,2.9741988,4.361239
6,533,5,1986,1,29,28,1,2,1,2,.9052211,3.0589418,4.0856657
6,533,6,1986,9,29,28,1,2,2,2,1.4952646,4.7574825,4.0271006
6,578,1,1991,17,55,51,3,4,0,5,4.3189678,7.4982357,14.732434
6,578,2,1991,25,55,51,3,4,0,5,3.2804606,4.6547418,14.317592
6,578,3,1992,1,55,51,3,4,0,5,4.2048035,5.339664,15.899261
6,578,4,1992,9,55,51,3,4,0,5,4.3668027,5.1240125,19.910629
6,578,5,1992,17,56,52,3,4,0,5,5.7267275,9.5834465,14.91561
6,578,6,1992,25,56,52,3,4,0,5,4.7998233,6.2167377,15.875243
6,604,1,1988,9,37,36,1,2,4,2,2.0667236,5.5402956,6.0364513
6,604,2,1988,17,38,36,1,2,4,2,1.4682107,7.0113525,6.5228624
6,604,3,1988,25,38,37,1,2,4,3,1.8169999,8.5595074,13.160953
6,604,4,1989,1,38,37,1,2,4,3,2.1853001,10.177012,9.2451372
6,604,5,1989,9,38,37,1,2,4,3,2.5522084,8.4778252,10.258859
6,604,6,1989,17,39,37,1,2,4,3,2.1068852,7.8054376,8.7055187
6,612,1,1986,9,32,32,3,2,2,3,1.5226831,3.7218316,4.9099717
6,612,2,1986,17,32,32,3,2,2,3,1.4272356,3.7915502,4.329215
6,612,3,1986,25,32,32,3,2,2,3,1.4003251,3.3164694,3.5696969
6,612,4,1987,1,32,32,1,2,2,3,2.4172847,8.149188,5.1448617
6,612,5,1987,9,33,32,1,2,2,3,.96973914,2.840081,3.988235
6,612,6,1987,17,33,32,1,2,2,3,.508627,1.5583627,3.7124767
6,632,1,1986,9,26,22,1,2,1,2,1.8801705,3.2249975,4.4552131
6,632,2,1986,17,26,22,1,2,1,2,1.0030258,1.8552963,4.7461538
6,632,3,1986,25,27,22,1,2,1,2,1.1986376,4.4688854,3.4733505
6,632,4,1987,1,27,22,1,2,1,2,2.1419246,3.0662143,3.7467294
6,632,5,1987,9,27,22,1,2,1,2,1.0318893,2.4447145,5.7503219
6,632,6,1987,17,27,23,1,2,1,2,1.0984795,4.3764005,5.2210307
6,644,1,1986,9,35,32,3,2,2,2,.87511927,1.1278744,3.7053874
6,644,2,1986,17,35,32,3,2,2,2,.79649603,1.5252084,3.7834144
6,644,3,1986,25,36,32,3,2,2,2,.99465257,4.1903601,3.7747698
6,644,4,1987,1,36,32,3,2,2,2,.74903154,1.0069726,3.0124321
6,644,5,1987,9,37,33,3,2,2,2,.82176268,1.2307594,3.293798
6,644,6,1987,17,37,33,3,2,2,2,.85576969,1.51178,3.2509606
6,651,1,1986,9,34,32,3,2,2,2,1.986526,4.9686093,4.7358418
6,651,2,1986,17,34,32,3,2,2,2,1.8945488,8.2190237,5.033814
6,651,3,1986,25,34,32,3,2,2,2,2.4136858,7.3303676,6.4223876
6,651,4,1987,1,34,32,3,2,2,2,.74350482,5.9768066,5.6116638
6,651,5,1987,9,34,32,3,2,2,2,.64879465,6.1487303,5.3736925
6,651,6,1987,17,34,33,3,2,2,2,.86705106,4.4737687,4.0001106
6,682,1,1994,17,34,36,1,5,1,2,.79951102,3.878721,15.199951
6,682,2,1994,25,35,37,1,5,1,2,1.0096402,5.4204688,18.54212
6,682,3,1995,1,35,37,1,5,1,2,.67723757,5.2229881,14.798001
6,682,4,1995,9,35,37,1,5,2,2,.6246289,5.3811483,17.453615
6,682,5,1995,17,35,37,1,5,2,2,.94912845,3.4827797,14.960542
6,682,6,1995,25,36,38,1,5,2,2,.96846205,5.2499399,17.354748
6,802,1,1986,9,54,43,3,5,2,3,2.0806568,6.3056111,7.6403995
6,802,2,1986,17,54,44,3,5,2,3,1.8090079,4.6382723,7.5761819
6,802,3,1986,25,55,44,3,5,2,3,1.5767401,6.206327,7.7506557
6,802,4,1987,1,55,44,3,5,2,3,2.0331786,6.8880963,8.1134558
6,802,5,1987,9,55,44,3,5,2,3,1.6152455,4.6533823,9.306778
6,802,6,1987,17,55,44,3,5,2,3,1.9386165,7.3322468,8.1659746
6,812,1,1986,9,39,36,3,3,2,2,1.1559398,7.5203276,6.9094033
6,812,2,1986,17,39,36,3,3,2,2,.93728906,4.0564666,6.5138493
6,812,3,1986,25,39,36,3,3,2,2,1.3471544,28.23406,9.1874714
6,812,4,1987,1,39,36,3,3,2,2,2.3935523,5.6513281,7.744215
6,812,5,1987,9,39,36,3,3,2,2,2.1542087,5.1392679,8.6294508
6,812,6,1987,17,40,37,3,3,2,2,1.228376,8.0411539,7.7588372
6,896,1,1985,1,53,51,3,2,0,5,2.1094027,7.5693488,9.5668993
6,896,2,1985,9,53,51,3,2,0,5,1.6717936,5.5066681,6.5864301
6,896,3,1985,17,53,52,3,2,0,5,1.6238166,6.4693604,7.2785468
6,896,4,1985,25,53,52,3,2,0,5,1.5203727,5.1963511,9.5091867
6,896,5,1986,1,53,52,3,2,0,5,2.7273469,8.2999887,8.1709862
6,896,6,1986,9,53,52,3,2,0,5,1.6837008,10.768711,8.4734745
6,922,1,1988,17,30,27,3,2,2,2,1.0435407,2.5415566,3.8592658
6,922,2,1988,25,30,27,3,2,2,2,.89957529,3.0787842,4.4074783
6,922,3,1989,1,30,28,3,2,2,2,.7373932,2.0575085,3.9795625
6,922,4,1989,9,30,28,3,2,2,2,.71637529,2.1915994,5.0235643
6,922,5,1989,17,31,28,3,2,2,2,.7179817,1.8579243,3.7833545
6,922,6,1989,25,31,28,3,2,2,2,1.8408239,3.4191957,5.1462593
6,925,1,1992,9,40,35,1,3,2,2,2.8756015,7.5146842,7.5562959
6,925,2,1992,17,40,36,1,3,2,2,2.0476778,7.1422181,6.0683212
6,925,3,1992,25,40,36,1,3,2,2,2.6114192,7.348444,7.4136286
6,925,4,1993,1,41,36,1,3,2,2,3.4274392,8.9776573,6.0680552
6,925,5,1993,9,41,36,1,3,2,2,2.1761975,7.5444493,7.7114315
6,925,6,1993,17,41,37,1,3,2,2,2.3545737,7.1215029,7.0036879
6,970,1,1993,17,48,40,3,2,3,2,1.8980068,4.4349351,7.5438943
6,970,2,1993,25,48,40,3,2,3,2,2.6118662,6.7016044,8.4158573
6,970,3,1994,1,48,40,3,2,3,2,3.0889034,6.6272082,7.7022738
6,970,4,1994,9,49,41,3,2,3,2,2.2068367,17.170547,8.2247095
6,970,5,1994,17,49,41,3,2,3,2,3.2523973,8.3968592,7.2327433
6,970,6,1994,25,49,41,3,2,3,2,1.8376811,6.9246678,7.1555605
6,1045,1,1994,17,33,37,1,3,1,2,1.9103179,5.4874444,7.715631
6,1045,2,1994,25,33,37,1,3,1,2,3.3817525,8.7221432,7.9688377
6,1045,3,1995,1,33,37,1,3,1,2,4.1293893,8.9711971,6.7064948
6,1045,4,1995,9,34,37,1,3,1,2,1.9975836,8.4439335,7.5840311
6,1045,5,1995,17,34,38,1,3,1,2,2.6449354,7.0296302,7.2529869
6,1045,6,1995,25,34,38,1,3,1,2,2.0418484,6.9741964,9.7778969
6,1051,1,1993,1,35,38,1,2,2,2,4.0464201,5.8924351,10.810235
6,1051,2,1993,9,35,39,1,2,2,2,2.9994273,4.7518334,12.405013
6,1051,3,1993,17,35,39,1,2,2,2,1.1173337,3.6263554,11.394995
6,1051,4,1993,25,35,39,1,2,2,2,1.0004141,1.8954556,11.996519
6,1051,5,1994,1,36,39,1,2,2,2,5.260139,6.2281375,9.6689749
6,1051,6,1994,9,36,40,1,2,2,2,1.4852883,2.6012614,11.796011
6,1069,1,1994,17,46,43,1,1,1,3,2.8687911,9.8379946,7.8714032
6,1069,2,1994,25,46,43,1,1,1,3,2.034652,4.8725615,9.1282711
6,1069,3,1995,1,46,43,1,1,1,3,.82909447,4.4574776,7.6805325
6,1069,4,1995,9,47,43,1,1,1,3,2.1973305,7.4386153,8.8602419
6,1069,5,1995,17,47,44,1,1,1,3,2.2165246,6.0250783,7.635334
6,1069,6,1995,25,47,44,1,1,1,3,2.2679451,4.4872499,8.8612309
6,1076,1,1985,1,33,32,1,5,1,2,1.513209,6.7777152,11.083744
6,1076,2,1985,9,33,32,1,5,1,2,1.4975621,9.7343121,8.1437635
6,1076,3,1985,17,33,32,1,5,1,2,1.6691986,7.5012684,11.296454
6,1076,4,1985,25,33,32,1,5,1,2,1.3846873,6.1640701,11.199846
6,1076,5,1986,1,33,32,1,5,1,2,4.1365342,8.3426113,12.719878
6,1076,6,1986,9,34,33,1,5,1,2,1.1651957,7.7308292,8.2791224
6,1077,1,1986,17,40,35,1,4,1,2,1.2589829,10.841752,9.2946644
6,1077,2,1986,25,40,35,1,4,1,2,1.6584654,11.336054,11.581375
6,1077,3,1987,1,40,35,1,4,1,2,3.1169009,18.431286,8.8748789
6,1077,4,1987,9,41,36,1,4,1,2,2.3470714,17.133179,12.88863
6,1077,5,1987,17,41,36,1,4,1,2,2.1951864,45.534843,9.2503099
6,1077,6,1987,25,41,36,1,4,1,2,2.3430653,13.126363,11.887777
6,1080,1,1990,17,38,38,1,4,2,2,1.8763459,8.7481928,11.342293
6,1080,2,1990,25,38,38,1,4,2,2,1.3029852,7.5369906,10.747537
6,1080,3,1991,1,38,38,1,4,2,2,2.4119787,12.0179,11.235364
6,1080,4,1991,9,38,38,1,4,2,2,1.529714,9.6378584,12.331093
6,1080,5,1991,17,39,39,1,4,2,2,1.9174073,7.179656,12.061509
6,1080,6,1991,25,39,39,1,4,2,2,2.1579113,22.066872,12.026363
6,1084,1,1985,1,34,31,3,4,1,2,1.5176011,7.1469183,8.6288357
6,1084,2,1985,9,34,31,3,4,1,2,1.8935429,4.9033823,7.4264803
6,1084,3,1985,17,34,31,3,4,1,2,1.1101737,5.6340361,7.5765824
6,1084,4,1985,25,34,32,3,4,1,2,.85476333,8.5024662,9.2128782
6,1084,5,1986,1,34,32,3,4,1,2,1.1190144,5.2728996,8.7442245
6,1084,6,1986,9,35,32,3,4,1,2,1.2254465,12.307429,8.9042587
6,1101,1,1985,1,33,31,1,5,1,2,.97430491,11.339344,14.174465
6,1101,2,1985,9,33,31,1,5,1,2,1.0561377,22.022465,13.855958
6,1101,3,1985,17,33,31,1,5,1,2,1.08617,13.616024,17.612946
6,1101,4,1985,25,33,31,1,5,1,2,.85897487,12.326438,18.085592
6,1101,5,1986,1,33,31,1,5,1,2,1.6711104,10.873942,17.49519
6,1101,6,1986,9,34,32,1,5,2,2,1.2851732,16.516935,13.494081
6,1104,1,1988,1,33,26,3,4,1,2,3.0143313,6.9992604,4.2804885
6,1104,2,1988,9,33,26,3,4,1,2,.58002484,3.0610104,4.6210518
6,1104,3,1988,17,33,26,3,4,1,2,1.3874086,3.1521876,4.1910181
6,1104,4,1988,25,34,27,3,4,1,2,1.2574692,4.6058931,6.3299541
6,1104,5,1989,1,34,27,3,4,1,2,1.4163982,4.7777286,5.3423586
6,1104,6,1989,9,34,28,3,4,1,2,1.1070576,3.6285825,5.1687241
6,1110,1,1994,17,57,57,1,4,0,4,1.7453299,10.928123,11.73278
6,1110,2,1994,25,57,57,1,4,0,4,.75773662,8.3298168,10.928854
6,1110,3,1995,1,58,58,1,4,0,4,5.5452833,11.116182,10.897321
6,1110,4,1995,9,58,58,1,4,0,4,2.4869225,6.4300709,10.863138
6,1110,5,1995,17,58,58,1,4,0,4,2.6896412,6.769968,11.402237
6,1110,6,1995,25,58,58,1,4,0,4,1.4548671,5.5217371,9.5899067
6,1111,1,1985,1,33,30,3,4,0,2,2.0643349,8.0936184,6.7730441
6,1111,2,1985,9,33,30,3,4,0,2,1.6271044,12.655784,5.9747758
6,1111,3,1985,17,33,31,3,4,0,2,1.3316458,7.6309838,6.0322552
6,1111,4,1985,25,33,31,3,4,0,2,3.556936,9.2865047,7.0357728
6,1111,5,1986,1,33,31,3,4,0,2,1.0056655,4.6064529,5.6957998
6,1111,6,1986,9,34,31,3,4,0,2,1.6248473,5.9918561,8.6347857
6,1119,1,1994,17,43,42,2,4,2,2,2.011914,8.9943304,8.8074675
6,1119,2,1994,25,43,42,2,4,1,3,1.5844667,4.6808901,8.5607767
6,1119,3,1995,1,44,42,2,4,1,3,2.7457783,7.6490731,8.5957737
6,1119,4,1995,9,44,42,2,4,1,3,1.4769436,6.2262521,9.6378832
6,1119,5,1995,17,44,43,3,4,1,3,1.8350203,7.5702324,8.7195702
6,1119,6,1995,25,45,43,3,4,1,3,1.6930922,5.1369753,9.8629951
6,1169,1,1994,17,36,33,3,3,2,2,1.3365356,11.699442,7.0299773
6,1169,2,1994,25,36,33,3,3,2,2,1.6908762,3.7427256,7.8890505
6,1169,3,1995,1,36,33,2,3,3,2,3.6498106,10.203835,7.4019394
6,1169,4,1995,9,37,33,1,3,3,2,1.7754624,2.9732203,8.0095329
6,1169,5,1995,17,37,34,1,3,3,2,.82751954,2.1497951,9.0301208
6,1169,6,1995,25,37,34,1,3,3,2,2.72666,8.3693094,9.7169399
6,1220,1,1992,10,54,54,3,2,1,4,1.5601557,2.7007751,6.9240961
6,1220,2,1992,18,54,54,3,2,1,4,1.6497666,3.0293939,5.2805915
6,1220,3,1992,26,54,54,3,2,1,4,2.2180691,4.7424331,6.931282
6,1220,4,1993,2,55,55,3,2,1,4,2.8194013,5.9976549,6.3583927
6,1220,5,1993,10,55,55,3,2,1,4,2.468261,5.5430732,8.5416279
6,1220,6,1993,18,55,55,3,2,1,4,1.9830686,3.4368944,5.9390373
6,1247,1,1994,18,32,33,3,3,2,2,2.3534596,8.504755,3.4803545
6,1247,2,1994,26,33,33,3,3,2,2,2.2528334,5.7341352,3.4762037
6,1247,3,1995,2,33,33,3,3,2,2,4.7947392,6.8416972,3.3814929
6,1247,4,1995,10,33,33,3,3,2,2,3.2505512,5.3742452,4.4490137
6,1247,5,1995,18,33,34,3,3,2,2,3.0553944,5.5194836,3.445204
6,1247,6,1995,26,34,34,3,3,2,2,3.7603421,5.4745326,4.3942909
6,1253,1,1994,18,53,44,3,5,3,2,1.8999535,6.4536061,7.5999756
6,1253,2,1994,26,53,44,3,5,3,2,1.4408792,6.1144414,6.9313889
6,1253,3,1995,2,53,44,3,5,3,2,3.5931702,10.911279,6.3080664
6,1253,4,1995,10,54,45,3,5,3,2,4.4660735,23.701332,8.9854994
6,1253,5,1995,18,54,45,3,5,3,2,2.6811864,6.3615422,7.3026848
6,1253,6,1995,26,54,45,3,5,3,2,2.3951814,7.7111697,9.1327209
6,1454,1,1992,26,39,35,1,3,2,2,1.682301,6.2300944,5.8822761
6,1454,2,1993,2,39,35,1,3,2,2,2.0929227,6.0266547,5.8357849
6,1454,3,1993,10,39,35,1,3,2,2,2.1611402,7.1728306,6.9310851
6,1454,4,1993,18,39,35,1,3,2,2,2.2806571,6.4731951,5.7117057
6,1454,5,1993,26,40,36,3,3,2,2,3.0325871,7.7135625,9.4703722
6,1454,6,1994,2,40,36,3,3,2,2,1.5000504,8.195076,6.9406462
6,1585,1,1994,18,49,47,3,2,1,3,1.6577139,3.6814554,3.6461787
6,1585,2,1994,26,49,47,3,2,1,4,1.499625,4.652257,5.1380153
6,1585,3,1995,2,50,48,3,2,1,4,2.0883532,5.5110607,6.1207423
6,1585,4,1995,10,50,48,3,2,1,5,1.9250116,3.7328296,7.0313921
6,1585,5,1995,18,50,48,3,2,1,5,2.2471006,4.5024133,7.7089672
6,1585,6,1995,26,50,48,3,2,1,4,3.227139,6.0747266,6.3791585
6,1596,1,1985,2,52,49,3,2,1,3,1.7112399,2.715843,3.3256397
6,1596,2,1985,10,52,49,3,2,1,3,1.9642538,3.003984,3.3306739
6,1596,3,1985,18,52,49,1,2,1,3,1.3368967,2.6329167,3.3651319
6,1596,4,1985,26,53,50,3,2,1,3,1.5793345,3.0195684,4.7867131
6,1596,5,1986,2,53,50,3,2,1,2,1.6634375,4.1092224,4.0691981
6,1596,6,1986,10,53,50,3,2,1,3,1.6017948,3.2082195,5.9369588
6,1706,1,1987,2,49,42,1,4,1,3,.78007865,3.1024137,6.5546536
6,1706,2,1987,10,50,43,1,4,1,3,.58006775,4.752172,7.4989576
6,1706,3,1987,18,50,43,1,4,1,3,1.5631093,4.0942569,7.8300714
6,1706,4,1987,26,50,43,1,4,1,3,.91798246,8.7918816,7.4578857
6,1706,5,1988,2,50,43,3,4,1,3,.9888013,4.9035268,8.106986
6,1706,6,1988,10,51,44,3,4,1,3,1.3088655,6.7142568,8.0399837
6,1712,1,1987,2,50,46,3,2,2,3,2.0213122,4.3653927,8.3016586
6,1712,2,1987,10,50,46,3,2,2,3,2.4649591,5.4771338,8.5971546
6,1712,3,1987,18,51,46,3,2,2,3,1.7892195,4.8199229,8.4695473
6,1712,4,1987,26,51,46,3,2,2,3,2.0813773,5.5579948,8.3901215
6,1712,5,1988,2,51,47,3,2,2,3,1.1709573,4.8813553,6.5041637
6,1712,6,1988,10,51,47,3,2,2,3,2.4170403,6.6749377,6.462131
6,1736,1,1994,18,38,36,1,4,2,2,2.0105882,3.8252444,2.5514205
6,1736,2,1994,26,38,37,1,4,2,2,1.087809,4.6343274,3.3446417
6,1736,3,1995,2,39,37,1,4,2,2,1.5486376,3.2043912,2.5073903
6,1736,4,1995,10,39,37,1,4,2,2,1.2792835,2.028686,3.2445219
6,1736,5,1995,18,39,37,1,4,2,2,1.9009206,3.243978,2.8846905
6,1736,6,1995,26,39,38,1,4,2,2,1.0757892,2.5007062,3.7201018
