cluster,city,goodsan,goodwat,radio,tv,sumasset,lisradio,gradef,pregnant,curuse,curmeth,fpmess,partner,idealnum,gradep,agef,addesir,hofp5,hcfp5,difp5,notpreg
77,0,0,0,0,0,0,0,7,0,0,3,1,1,7,4,25,6,0,0,1,1
163,0,0,0,1,0,1,0,4,0,0,3,0,1,7,8,43,1,0,1,0,1
185,0,0,0,0,0,0,0,7,0,0,3,0,0,6,0,23,5,0,0,0,1
217,0,0,0,0,0,0,0,7,0,1,2,0,1,7,4,31,2,0,0,0,1
303,0,0,0,0,0,0,0,7,0,0,3,0,0,3,0,16,3,0,0,1,1
217,0,0,0,0,0,0,0,6,1,,3,1,1,6,7,26,5,0,0,0,0
138,0,0,0,0,0,0,0,6,0,0,3,0,1,2,7,31,-1,0,0,0,1
171,0,0,0,1,0,1,1,0,0,0,3,1,1,6,7,28,4,0,0,0,1
274,0,0,0,0,0,1,1,0,0,0,3,1,1,7,7,22,4,0,1,0,1
259,0,0,0,0,0,0,1,3,0,0,3,1,1,6,7,39,-3,0,0,1,1
185,0,0,0,1,0,1,1,0,1,,3,1,1,7,,35,2,0,0,0,0
247,0,0,1,0,0,0,0,0,1,,3,0,1,,4,39,,0,0,0,0
87,0,0,0,0,0,0,0,0,0,0,3,1,0,10,0,32,3,0,1,0,1
183,0,0,0,0,0,0,0,0,0,0,3,0,1,,4,28,,0,0,0,1
13,0,0,0,1,0,1,1,7,0,0,3,1,1,5,7,28,3,0,0,1,1
175,0,0,0,1,0,1,1,0,1,,3,1,1,5,4,30,2,0,0,0,0
218,0,0,0,0,0,0,0,0,0,0,3,1,0,6,0,33,3,0,0,1,1
310,0,0,0,1,0,2,1,7,0,0,3,0,1,,7,24,,0,0,1,1
179,0,0,1,0,0,0,0,0,0,0,3,1,1,,5,35,,0,0,0,1
310,0,0,0,1,0,1,1,0,0,0,3,1,1,10,,34,5,0,0,1,1
199,0,0,0,0,0,0,0,7,0,0,3,0,0,8,0,17,8,1,0,0,1
183,0,0,0,0,0,0,0,0,0,0,3,1,1,4,,28,2,0,0,0,1
323,0,0,0,1,0,1,1,0,0,0,3,1,0,6,0,42,3,0,0,1,1
181,0,0,0,0,0,0,0,5,0,0,3,0,0,10,0,31,8,0,0,0,1
90,0,0,0,1,0,1,1,7,1,,3,0,0,7,0,24,5,0,0,0,0
241,0,0,0,0,0,1,0,0,0,0,3,0,1,,,30,,0,0,0,1
131,0,0,0,0,0,0,0,1,0,0,3,0,0,10,0,40,6,0,0,1,1
327,0,0,0,0,0,0,0,7,1,,3,1,1,,7,24,,0,0,0,0
310,0,0,0,0,0,0,0,0,0,0,3,0,1,,,40,,0,0,1,1
195,0,0,1,1,0,1,1,7,0,0,3,0,1,6,7,18,5,0,0,1,1
227,0,0,0,0,0,1,0,0,0,0,3,1,1,6,6,41,-1,0,0,0,1
308,0,0,0,1,0,2,0,7,0,0,3,1,1,6,7,28,0,0,0,0,1
131,0,0,0,0,0,0,0,0,0,0,3,1,1,,1,38,,0,0,1,1
324,0,0,0,0,0,0,1,0,0,0,3,1,1,6,4,30,2,0,0,1,1
168,0,0,0,0,0,0,0,0,0,0,3,0,1,6,,30,0,0,0,0,1
308,0,0,0,0,0,0,1,7,0,0,3,0,1,,7,23,,0,0,0,1
226,0,0,0,0,0,0,0,7,0,0,3,0,0,5,0,22,4,0,0,1,1
310,0,0,0,0,0,0,0,7,0,0,3,0,0,6,0,20,6,0,0,1,1
57,0,0,1,0,0,1,0,7,0,0,3,0,1,4,7,18,4,1,0,1,1
90,0,0,0,1,0,1,1,0,0,0,3,0,1,10,,48,8,0,0,0,1
46,0,0,0,0,0,0,0,7,0,1,1,0,1,4,7,24,2,0,1,1,1
268,0,0,0,0,0,0,0,2,0,0,3,0,1,,,38,,0,0,0,1
196,0,0,1,1,0,1,0,7,0,0,3,1,0,6,0,23,4,0,0,0,1
231,0,0,1,0,0,0,0,6,0,0,3,1,0,4,0,35,-3,0,0,1,1
317,0,0,0,0,0,1,0,0,0,0,3,0,0,,0,46,,0,0,0,1
155,0,0,1,0,0,0,0,0,1,,3,0,1,,,45,,0,1,0,0
181,0,0,0,0,0,0,0,7,0,0,3,0,0,10,0,19,10,0,0,0,1
42,0,0,0,0,0,0,0,7,0,0,3,1,0,3,0,28,2,1,0,0,1
61,0,0,0,0,0,0,0,7,0,0,3,0,1,8,5,16,8,0,0,0,1
52,0,0,1,0,0,0,0,0,0,0,3,0,0,5,0,19,5,0,0,1,1
309,0,0,0,0,0,0,0,5,0,0,3,0,1,12,12,22,10,0,0,0,1
89,0,0,0,0,0,0,0,0,0,0,3,0,1,8,,42,0,0,0,1,1
327,0,0,0,0,0,0,0,7,0,0,3,0,0,5,0,18,4,0,0,0,1
286,,0,0,0,0,1,0,2,0,0,3,0,1,3,7,18,3,0,0,0,1
308,0,0,0,0,0,1,0,4,0,0,3,0,1,4,,27,0,0,0,0,1
197,,0,0,0,0,0,0,7,0,0,3,0,1,5,7,24,2,0,0,0,1
46,0,0,0,1,0,1,1,7,0,0,3,1,0,4,0,28,3,0,1,1,1
184,0,0,0,0,0,0,0,7,0,0,3,0,0,4,0,20,4,0,0,0,1
181,0,0,0,0,0,0,1,7,0,0,3,0,0,,0,18,,0,0,0,1
241,0,0,0,0,0,1,0,0,1,,3,0,1,,,17,,0,0,0,0
195,0,0,0,1,0,2,1,7,0,0,3,1,1,5,8,32,0,0,0,1,1
270,0,0,0,1,0,2,1,7,0,0,3,1,1,10,7,29,5,0,0,0,1
321,0,0,0,0,0,0,0,7,0,0,3,1,1,6,14,31,0,0,0,1,1
175,0,0,0,0,0,0,1,3,0,0,3,0,0,,0,19,,0,0,0,1
11,0,0,0,0,0,0,1,7,,0,3,1,1,7,7,22,6,0,0,0,0
260,0,0,0,1,0,1,0,7,0,0,3,0,1,6,7,22,3,0,0,1,1
218,0,0,1,0,0,0,0,7,1,,3,0,1,5,7,21,4,0,0,1,0
325,0,0,0,0,0,0,0,4,0,0,3,0,1,4,6,42,-4,0,0,0,1
308,0,0,0,0,0,1,0,0,1,,3,1,1,4,,28,0,0,0,0,0
218,0,0,0,1,0,2,1,7,0,0,3,1,1,4,7,25,2,0,0,1,1
322,0,0,0,0,0,1,0,0,0,0,3,0,1,8,,42,4,0,0,0,1
198,0,0,0,0,0,0,0,7,0,0,3,0,0,6,0,15,6,0,0,0,1
224,0,0,0,1,0,2,1,0,0,1,2,1,1,7,,42,5,0,0,0,1
133,0,0,1,1,0,1,1,15,0,0,3,1,1,3,15,26,2,0,0,0,1
14,0,0,1,0,0,1,0,0,0,0,3,1,1,9,,48,0,0,0,1,1
184,0,0,0,0,0,0,1,7,1,,3,1,0,4,0,21,4,0,0,0,0
308,0,0,0,1,0,1,1,2,0,0,3,1,1,6,,17,5,0,0,0,1
308,0,0,0,0,0,1,1,4,0,0,3,0,1,8,7,28,3,0,0,0,1
185,0,0,0,0,0,0,0,0,0,0,3,0,1,,7,29,,0,0,0,1
244,0,0,1,0,0,0,0,0,,0,3,0,1,6,,49,-1,0,1,0,0
321,0,0,0,1,0,1,1,7,0,0,3,0,0,10,0,15,10,0,0,1,1
324,0,0,0,1,0,1,1,7,0,0,3,1,0,7,0,24,6,0,0,1,1
295,0,0,0,0,0,0,0,0,0,0,3,1,1,,,33,,0,0,0,1
205,0,0,0,1,0,1,1,7,0,1,2,1,0,5,0,19,4,0,1,0,1
8,0,0,0,0,0,0,0,7,1,,3,0,1,5,7,17,5,0,0,0,0
306,0,0,0,0,0,0,0,0,0,0,3,0,0,,0,28,,0,0,0,1
255,0,0,0,1,0,1,1,2,0,0,3,0,0,10,0,20,10,0,0,1,1
213,0,0,0,1,0,2,0,0,1,,3,0,1,6,6,37,-2,0,0,1,0
243,0,0,1,1,0,2,1,0,0,0,3,1,1,4,4,45,-5,0,1,0,1
28,0,0,0,0,0,0,0,5,0,0,3,0,1,6,7,25,3,0,1,0,1
308,0,0,0,1,0,2,1,5,0,0,3,1,1,7,7,19,6,0,0,0,1
303,0,0,0,0,0,0,1,0,0,0,3,0,0,5,0,17,,0,0,1,1
213,0,0,0,0,0,0,0,7,0,0,3,1,1,10,7,23,9,0,0,1,1
218,0,0,0,0,0,0,1,4,0,0,3,1,1,6,,46,-2,0,0,1,1
186,0,0,0,1,0,1,1,4,0,0,3,0,1,5,4,45,0,0,0,0,1
324,0,0,0,1,0,2,0,0,0,0,3,1,1,5,7,33,-2,0,0,1,1
53,0,0,0,1,0,1,1,5,0,0,3,1,0,6,0,26,,0,0,1,1
324,0,0,0,1,0,1,0,0,0,0,3,0,0,17,0,48,10,0,0,1,1
56,0,0,0,1,0,1,1,7,0,0,3,1,0,,0,18,,0,0,1,1
85,0,0,0,0,0,1,0,7,0,0,3,0,1,10,7,29,7,0,0,0,1
315,0,0,0,1,0,1,1,6,,0,3,0,1,10,7,21,,0,0,0,0
69,0,0,0,0,0,0,1,7,0,0,3,1,0,4,0,22,3,0,0,0,1
318,0,0,0,1,0,1,1,7,0,0,3,1,1,4,7,26,1,0,0,0,1
76,0,0,1,0,0,1,1,7,0,0,3,0,0,10,0,15,10,0,0,1,1
243,0,0,1,0,0,0,1,3,1,,3,1,1,7,8,36,1,0,1,0,0
327,0,0,0,1,0,2,1,4,1,,3,0,1,8,4,33,4,0,0,0,0
184,0,0,0,0,0,0,0,0,1,,3,1,0,,0,47,,0,0,0,0
306,0,0,0,1,0,2,1,7,1,,3,1,1,15,7,20,14,0,0,0,0
308,0,0,0,0,0,0,0,0,0,0,3,0,0,,0,18,,0,0,0,1
268,0,0,0,0,0,1,0,6,0,0,3,0,1,10,6,26,8,0,0,0,1
63,,0,0,0,0,0,0,0,0,0,3,0,0,4,0,16,4,0,0,0,1
233,0,0,0,0,0,1,0,3,0,0,3,0,1,,,37,,0,0,1,1
301,0,0,0,0,0,1,0,4,0,0,3,0,1,8,7,30,4,0,1,0,1
194,0,0,1,1,0,1,0,7,0,0,3,0,0,,0,20,,0,0,0,1
124,0,0,1,0,0,0,0,0,0,0,1,0,1,9,4,37,4,0,0,0,1
308,0,0,0,0,0,1,0,0,0,0,3,0,0,,0,40,,0,0,0,1
271,0,0,0,0,0,1,0,0,0,0,3,0,0,7,0,37,5,0,0,0,1
326,0,0,0,0,0,0,0,2,0,0,3,0,0,4,0,37,0,0,0,1,1
308,0,0,0,0,0,1,1,0,0,0,3,1,1,5,7,27,2,0,0,0,1
293,0,0,0,1,0,1,1,1,1,,3,1,1,11,4,35,6,0,0,0,0
41,0,0,0,1,0,1,1,7,0,0,3,1,1,4,10,24,4,1,0,0,1
184,0,0,0,0,0,0,0,7,0,1,2,0,1,6,4,33,-1,0,0,0,1
203,0,0,0,0,0,0,1,0,0,0,3,0,1,,6,42,,0,0,0,1
11,0,0,0,0,0,0,0,7,1,,3,0,1,6,7,27,5,0,0,0,0
311,0,0,0,1,0,2,1,4,0,0,3,0,1,5,7,23,4,0,0,1,1
316,0,0,0,1,0,1,1,7,1,,3,1,1,4,10,18,3,0,0,1,0
184,0,0,0,0,0,0,0,0,0,0,3,0,1,6,4,31,1,0,0,0,1
93,0,0,0,1,0,1,1,7,0,0,3,1,1,5,4,19,4,0,0,0,1
205,0,0,0,0,0,0,1,7,0,0,3,1,0,6,0,21,5,0,1,0,1
184,0,0,0,0,0,0,0,1,0,0,3,0,0,6,0,16,6,0,0,0,1
145,0,0,0,0,0,0,0,0,0,0,3,0,1,8,,21,7,0,0,0,1
271,0,0,0,0,0,1,0,0,1,,3,0,1,10,,46,4,0,0,0,0
146,0,0,0,0,0,0,0,0,0,0,3,1,1,9,,42,3,0,0,1,1
326,0,0,0,0,0,1,0,0,0,0,3,0,1,,4,39,,0,0,1,1
312,0,0,0,1,0,2,1,0,0,0,3,0,1,9,,49,0,0,0,0,1
312,0,0,0,0,0,1,0,0,0,0,3,1,1,8,,40,0,0,0,0,1
294,0,0,0,0,0,0,0,0,0,0,3,0,0,,0,38,,0,0,0,1
262,0,0,0,0,0,0,1,0,0,0,3,0,0,8,0,18,8,0,0,0,1
207,0,0,0,0,0,0,0,7,1,,3,1,0,4,0,35,2,0,0,0,0
283,,0,0,0,0,0,0,4,0,0,3,0,0,6,0,19,6,0,0,0,1
60,0,0,0,1,0,2,1,7,0,1,1,1,1,5,4,28,1,0,0,1,1
77,0,0,0,0,0,0,0,7,1,,3,0,1,5,7,23,3,0,0,1,0
150,0,0,0,0,0,0,0,7,0,0,3,0,0,6,0,16,6,0,0,1,1
187,0,0,0,1,0,1,0,0,0,0,3,0,1,,4,34,,0,0,1,1
183,0,0,0,0,0,0,0,0,0,0,3,0,0,,0,35,,0,0,0,1
312,0,0,0,0,0,1,0,0,0,0,3,0,1,8,7,18,7,0,0,0,1
85,0,0,0,0,0,1,0,7,0,0,3,1,1,7,7,21,5,0,0,0,1
241,0,0,0,1,0,2,0,0,0,0,3,0,1,10,,18,9,0,0,0,1
179,0,0,0,0,0,0,0,7,0,0,3,1,1,5,,25,3,0,0,0,1
135,0,0,0,0,0,0,0,7,0,0,3,0,0,5,0,23,4,0,0,0,1
213,0,0,0,0,0,0,0,7,0,0,3,1,0,6,0,28,3,0,0,1,1
207,0,0,0,0,0,0,1,5,0,0,3,0,0,5,0,17,5,0,0,0,1
312,0,0,0,0,0,0,0,5,0,0,3,0,1,10,7,18,10,0,0,0,1
86,0,0,0,1,0,2,1,0,0,0,3,0,0,6,0,17,6,0,0,1,1
91,0,0,0,1,0,1,1,7,0,1,2,0,1,10,7,21,7,0,0,0,1
156,,0,0,0,0,0,0,7,0,0,3,0,0,2,0,18,2,0,0,0,1
325,0,0,0,0,0,0,1,7,0,0,3,1,0,6,0,18,6,0,0,0,1
198,0,0,0,0,0,0,0,0,1,,3,0,1,,,16,,0,0,0,0
320,0,0,0,1,0,1,1,7,0,0,3,1,1,6,7,26,4,0,0,0,1
171,0,0,0,1,0,2,1,7,0,0,3,0,1,3,7,27,,0,0,0,1
278,0,0,0,0,0,1,0,0,0,0,3,0,0,,0,17,,0,0,1,1
213,0,0,0,1,0,2,0,6,0,0,3,0,0,6,0,16,6,0,0,1,1
325,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,20,3,0,0,0,1
177,0,0,1,0,0,0,0,7,0,0,3,0,0,6,0,19,5,0,0,0,1
291,0,0,0,1,0,2,0,3,0,0,1,1,1,6,4,37,0,0,0,0,1
203,0,0,0,1,0,2,1,0,0,0,3,0,1,,,32,,0,0,0,1
129,0,0,0,0,0,1,0,3,0,0,3,1,1,6,5,28,3,1,0,0,1
14,0,0,1,0,0,1,0,7,0,0,3,0,0,,0,19,,0,0,1,1
26,0,0,0,0,0,0,0,0,0,0,3,0,1,4,,40,-1,0,0,0,1
213,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,47,0,0,0,1,1
84,0,0,0,1,0,2,1,6,1,,3,1,1,7,8,30,2,0,0,1,0
170,0,0,1,1,0,1,1,3,0,0,1,0,0,6,0,36,3,0,0,0,1
290,0,0,0,0,0,0,0,0,0,0,3,1,0,10,0,33,8,0,0,1,1
213,0,0,0,0,0,0,0,7,0,0,3,0,1,10,4,21,9,0,0,1,1
213,0,0,0,0,0,0,0,7,1,,3,1,1,9,7,19,8,0,0,1,0
306,0,0,0,0,0,1,0,7,0,0,3,0,0,,0,18,,0,0,0,1
23,0,0,1,0,0,0,1,0,0,0,3,1,1,,,29,,0,0,0,1
45,0,0,0,1,0,1,1,3,0,0,3,0,1,5,3,30,0,0,0,0,1
258,0,0,1,0,0,1,0,7,0,1,2,1,1,6,7,24,5,0,0,1,1
309,0,0,0,0,0,0,0,5,0,0,3,0,0,,0,16,,0,0,0,1
324,0,0,0,1,0,1,1,7,0,1,2,1,0,5,0,21,4,0,0,1,1
303,0,0,0,0,0,0,0,0,1,,3,1,1,7,,38,3,0,0,1,0
272,0,0,0,0,0,1,0,0,0,0,3,0,1,12,,20,12,0,0,0,1
212,0,0,0,1,0,1,1,3,0,0,3,0,1,9,,48,2,0,1,0,1
10,0,0,0,0,0,0,0,3,0,0,3,0,1,5,,31,3,0,0,1,1
212,0,0,0,0,0,0,0,7,0,0,3,0,1,13,7,18,13,0,1,0,1
271,0,0,0,1,0,2,0,0,0,0,3,0,1,10,7,45,0,0,0,0,1
212,0,0,0,0,0,0,0,7,0,1,2,0,1,8,8,37,1,0,1,0,1
182,0,0,0,1,0,2,1,0,1,,3,1,1,,3,33,,0,0,0,0
137,0,0,0,0,0,0,0,7,0,0,3,0,1,10,3,25,8,0,0,0,1
43,0,0,0,1,0,1,1,6,0,0,3,0,0,5,0,35,5,0,0,0,1
311,0,0,0,1,0,2,0,7,0,0,3,0,0,10,0,16,10,0,0,1,1
205,0,0,0,0,0,0,0,7,0,1,1,1,0,4,0,22,2,0,1,0,1
194,0,0,1,1,0,1,0,0,0,0,3,1,1,5,,32,1,0,0,0,1
314,0,0,0,1,0,1,1,4,0,0,3,1,1,4,2,37,2,0,0,0,1
181,0,0,0,0,0,0,0,7,1,,3,1,0,4,0,22,3,0,0,0,0
308,0,0,0,1,0,1,1,7,0,0,3,1,1,5,6,24,4,0,0,0,1
250,0,0,0,0,0,0,0,7,0,0,3,0,1,10,7,35,8,0,0,0,1
212,0,0,0,0,0,0,0,5,1,,3,1,1,7,7,23,5,0,1,0,0
231,0,0,1,0,0,0,0,2,0,0,3,0,1,5,7,19,3,0,0,1,1
37,0,0,1,0,0,0,0,7,0,1,2,1,1,4,7,24,2,0,1,0,1
133,0,0,0,0,0,0,0,0,0,0,3,0,1,,4,49,,0,0,0,1
308,0,0,0,0,0,1,0,0,0,0,3,1,1,9,3,25,8,0,0,0,1
250,0,0,0,0,0,0,0,7,1,,3,0,1,0,7,20,-2,0,0,0,0
264,0,0,1,1,0,2,0,0,0,1,1,1,1,11,8,39,4,0,0,1,1
85,0,0,0,1,0,1,1,0,0,0,3,0,0,5,0,16,5,0,0,0,1
26,0,0,0,1,0,1,1,7,0,1,1,1,1,6,7,26,3,0,0,0,1
146,0,0,0,1,0,2,1,7,0,0,3,0,1,3,7,17,3,0,0,1,1
43,0,0,0,1,0,1,1,7,0,0,3,0,0,4,0,18,4,0,0,0,1
270,0,0,0,1,0,1,1,7,0,0,3,1,1,,,17,,0,0,0,1
194,0,0,1,0,0,0,1,7,0,1,1,1,1,3,7,20,2,0,0,0,1
206,0,0,0,0,0,0,0,0,0,0,3,1,1,20,,42,14,0,1,0,1
228,0,0,0,0,0,1,0,7,0,0,3,1,1,5,7,17,4,0,0,0,1
84,0,0,0,1,0,1,1,7,0,0,3,1,1,4,7,24,4,0,0,1,1
169,,0,1,0,0,0,0,2,0,0,3,0,1,4,4,47,0,0,0,0,1
241,0,0,0,0,0,0,0,7,0,0,3,0,1,10,5,22,7,0,0,0,1
6,0,0,1,0,0,0,0,0,0,0,3,1,0,,0,23,,0,0,1,1
274,0,0,0,0,0,0,0,0,0,0,3,0,1,8,,35,2,0,1,0,1
290,0,0,0,1,0,1,1,0,0,0,3,1,1,5,,30,0,0,0,1,1
324,0,0,0,0,0,0,0,7,0,1,2,1,0,5,0,18,5,0,0,1,1
285,0,0,0,1,0,4,1,0,0,1,2,0,1,,,46,,1,0,1,1
277,0,0,0,0,0,0,0,6,0,0,3,0,1,,,19,,0,0,0,1
225,0,0,0,0,0,1,0,3,0,0,3,0,1,5,2,25,4,0,0,1,1
57,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,31,1,1,0,1,1
260,0,0,0,1,0,1,1,0,1,,3,1,1,,7,25,,0,0,1,0
155,0,0,1,0,0,0,0,4,0,0,3,0,1,5,4,49,2,0,1,0,1
172,0,0,0,0,0,0,0,7,0,0,3,0,0,4,0,18,,0,0,0,1
272,0,0,0,0,0,0,0,0,0,0,3,0,1,,,48,,0,0,0,1
257,0,0,0,0,0,0,0,4,0,0,3,0,1,,2,32,,0,0,1,1
210,,0,0,0,0,0,0,4,0,0,1,1,1,5,4,42,-3,0,0,1,1
301,0,0,0,0,0,0,0,0,0,0,3,0,1,8,,36,4,0,1,0,1
84,0,0,0,1,0,2,1,0,0,0,3,1,1,5,4,47,4,0,0,1,1
161,0,0,0,0,0,0,0,0,0,0,3,1,1,7,,22,5,0,0,0,1
324,0,0,0,0,0,1,1,2,0,0,3,1,1,,4,41,,0,0,1,1
24,0,0,0,1,0,1,1,7,0,0,3,0,1,4,7,22,2,0,0,0,1
206,0,0,0,0,0,0,0,4,0,0,3,0,0,5,0,16,5,0,1,0,1
285,0,0,0,1,0,2,1,12,0,0,3,0,0,4,0,18,4,1,0,1,1
318,0,0,0,1,0,2,1,0,0,0,3,0,1,6,4,49,1,0,0,0,1
314,0,0,0,0,0,0,0,0,0,0,3,0,1,4,7,30,0,0,0,0,1
150,0,0,0,0,0,0,0,7,0,0,3,1,1,4,7,19,3,0,0,1,1
324,0,0,0,1,0,2,0,7,0,0,3,1,1,8,7,21,6,0,0,1,1
241,0,0,0,0,0,1,0,0,0,0,3,0,1,,,25,,0,0,0,1
255,0,0,0,0,0,0,0,7,0,0,3,0,0,6,0,15,6,0,0,1,1
268,0,0,0,0,0,1,0,7,0,0,3,0,0,5,0,15,5,0,0,0,1
226,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,25,3,0,0,1,1
324,0,0,0,1,0,1,1,7,0,0,3,1,1,6,7,21,,0,0,1,1
314,0,0,0,1,0,2,1,0,0,0,3,1,1,6,7,19,5,0,0,0,1
200,0,0,0,0,0,0,0,5,0,0,3,1,1,6,,35,0,0,0,0,1
258,0,0,1,0,0,1,0,7,0,1,2,0,0,,0,35,,0,0,1,1
307,0,0,0,1,0,2,1,7,0,1,2,1,0,5,0,20,5,0,0,1,1
211,0,0,0,0,0,0,0,6,1,,3,1,0,4,0,17,4,0,1,0,0
280,0,0,1,1,1,5,1,12,0,1,1,1,1,4,12,37,0,1,0,1,1
218,0,0,0,0,0,0,0,7,0,0,3,1,1,7,7,21,6,0,0,1,1
199,0,0,0,1,0,1,0,7,0,0,3,0,0,,0,21,,1,0,0,1
285,0,0,0,1,0,1,1,7,0,1,2,1,1,6,12,22,5,1,0,1,1
11,0,0,0,0,0,1,0,0,0,0,3,0,1,,4,43,,0,0,0,1
149,0,0,0,0,0,0,0,0,0,0,3,0,1,,,47,,0,0,0,1
211,0,0,0,0,0,0,0,7,0,0,3,1,1,,7,22,,0,1,0,1
293,0,0,0,0,0,1,0,4,0,0,3,0,1,8,7,22,7,0,0,0,1
211,0,0,0,0,0,0,0,7,0,0,3,1,0,8,0,17,8,0,1,0,1
199,0,0,0,1,0,1,1,7,0,0,3,1,1,5,7,24,3,1,0,0,1
270,0,0,0,1,0,2,1,7,0,0,3,1,1,6,7,19,5,0,0,0,1
185,0,0,0,0,0,0,0,7,0,0,3,0,1,4,,37,-2,0,0,0,1
266,0,0,0,0,0,0,1,3,0,0,3,1,1,10,,25,8,0,0,0,1
324,0,0,0,0,0,1,1,4,0,0,3,1,0,5,0,15,5,0,0,1,1
195,0,0,1,0,0,0,0,0,1,,3,0,1,10,4,47,6,0,0,1,0
301,0,0,0,0,0,1,0,7,0,0,3,0,0,9,0,30,4,0,1,0,1
211,0,0,0,0,0,0,1,7,0,0,3,0,0,2,0,16,2,0,1,0,1
10,0,0,0,0,0,0,0,0,0,0,3,0,1,10,,39,4,0,0,1,1
154,1,0,0,0,0,1,1,7,1,,3,0,1,4,7,27,3,0,0,1,0
324,0,0,0,0,0,1,0,4,0,0,3,1,1,5,7,37,2,0,0,1,1
242,0,0,1,0,0,0,0,0,1,,3,0,1,6,,28,4,0,0,0,0
175,0,0,0,0,0,0,1,0,0,0,3,1,0,6,0,37,0,0,0,0,1
7,,0,1,0,0,0,0,7,0,0,3,1,1,10,7,21,9,0,0,0,1
79,0,0,0,1,0,2,1,0,0,0,3,1,1,6,7,25,2,0,0,0,1
308,0,0,0,0,0,0,1,7,0,0,3,1,1,5,7,25,2,0,0,0,1
95,0,0,0,0,0,0,1,7,0,0,3,0,1,10,,19,9,0,1,0,1
79,0,0,0,0,0,0,0,7,0,1,2,1,0,8,0,16,8,0,0,0,1
325,0,0,0,,,,0,3,0,0,3,0,1,9,3,49,0,0,0,0,1
324,0,0,0,1,0,2,0,0,0,0,3,0,1,10,4,43,1,0,0,1,1
323,0,0,0,0,0,0,1,4,0,1,2,1,1,5,,20,3,0,0,1,1
77,0,0,0,1,0,1,1,2,0,0,3,1,1,12,5,38,10,0,0,1,1
264,0,0,1,1,0,2,1,0,0,0,3,0,1,8,6,37,2,0,0,1,1
132,0,0,0,,,,0,0,0,0,3,0,1,,,38,,0,0,0,1
310,0,0,0,0,0,0,0,2,0,0,3,0,0,,0,15,,0,0,1,1
200,0,0,0,1,0,1,1,3,0,0,3,0,1,,,33,,0,0,0,1
265,0,0,0,0,0,1,0,4,0,0,3,0,0,7,0,15,7,0,0,0,1
87,0,0,1,0,0,0,0,0,1,,3,0,1,6,2,39,4,0,1,0,0
6,0,0,0,0,0,0,0,7,0,0,3,1,1,6,7,27,3,0,0,1,1
69,0,0,0,1,0,1,1,7,0,0,3,1,0,11,0,18,11,0,0,0,1
57,0,0,0,0,0,1,0,7,0,0,3,0,1,7,10,28,6,1,0,1,1
243,0,0,1,1,0,2,1,7,0,0,3,1,1,4,12,23,3,0,1,0,1
294,0,0,0,1,0,2,1,0,0,0,3,0,1,10,,22,8,0,0,0,1
293,0,0,0,0,0,0,1,7,0,0,3,1,0,5,0,19,,0,0,0,1
123,0,0,1,0,0,0,0,7,0,0,3,0,0,8,0,20,8,0,0,0,1
301,0,0,0,0,0,0,1,0,0,0,3,1,0,2,0,21,0,0,1,0,1
322,0,0,0,0,0,0,0,1,0,0,3,0,0,10,0,36,8,0,0,0,1
274,0,0,0,0,0,1,0,4,0,0,3,0,1,,,26,,0,1,0,1
244,0,0,1,0,0,0,0,6,0,0,3,1,1,5,7,24,3,0,1,0,1
153,0,0,0,0,0,0,1,7,0,0,3,0,0,3,0,20,3,0,0,1,1
134,0,0,0,0,0,0,0,7,0,0,3,0,0,6,0,18,6,0,0,0,1
276,0,0,0,1,0,2,1,1,0,0,3,1,1,5,5,40,-2,0,0,0,1
257,0,0,0,0,0,0,0,6,0,0,3,0,0,10,0,19,10,0,0,1,1
184,0,0,0,1,0,1,1,7,0,0,3,1,0,2,0,27,0,0,0,0,1
255,0,0,0,1,0,2,1,7,0,0,3,1,1,5,7,31,1,0,0,1,1
217,0,0,0,,,,1,0,0,0,1,1,0,2,0,48,2,0,0,0,1
89,0,0,0,1,0,2,1,7,0,0,3,1,0,5,0,17,5,0,0,1,1
231,0,0,1,1,0,2,1,7,0,0,3,0,0,4,0,17,4,0,0,1,1
314,0,0,0,0,0,0,0,0,0,0,3,0,1,10,,25,8,0,0,0,1
279,0,0,0,0,0,1,0,0,1,,3,0,0,6,0,27,2,0,0,0,0
210,,0,1,0,0,0,1,5,0,0,3,0,0,5,0,31,4,0,0,1,1
179,0,0,0,0,0,0,1,7,0,0,3,0,1,3,7,23,2,0,0,0,1
317,0,0,0,0,0,0,1,0,0,0,3,0,1,10,4,40,6,0,0,0,1
139,0,0,0,0,0,0,1,2,0,1,1,0,0,4,0,29,2,1,0,1,1
304,0,0,0,1,0,2,0,7,0,0,3,0,0,5,0,19,,0,0,1,1
314,0,0,0,1,0,1,0,0,0,0,3,0,1,10,,35,0,0,0,0,1
314,0,0,0,1,0,1,1,7,0,0,3,0,0,5,0,17,5,0,0,0,1
147,0,0,0,0,0,0,0,0,0,0,3,1,1,5,,35,5,0,0,0,1
260,0,0,0,0,0,0,0,7,1,,3,1,1,,7,20,,0,0,1,0
216,0,0,0,,,,0,0,0,0,3,0,1,,,19,,0,0,0,1
6,0,0,0,0,0,0,0,0,0,0,3,1,1,8,7,20,7,0,0,1,1
