cluster,city,goodsan,goodwat,radio,tv,sumasset,lisradio,gradef,pregnant,curuse,curmeth,fpmess,partner,idealnum,gradep,agef,addesir,hofp5,hcfp5,difp5,notpreg
180,0,0,0,1,0,2,1,7,0,1,1,0,1,4,7,21,3,0,0,0,1
180,0,0,0,0,0,1,0,0,0,0,3,0,1,4,7,30,3,0,0,0,1
146,0,0,0,0,0,0,0,0,0,0,3,0,1,5,7,30,5,0,0,1,1
241,0,0,0,1,0,2,0,0,0,0,3,0,0,10,0,37,,0,0,0,1
146,0,0,0,0,0,0,0,0,0,0,3,0,1,30,,31,29,0,0,1,1
209,0,0,0,1,0,1,1,7,0,0,3,0,0,6,0,18,6,0,0,0,1
310,0,0,0,0,0,0,0,4,0,0,3,0,1,,4,31,,0,0,1,1
69,0,0,0,0,0,0,0,5,0,0,3,0,0,10,0,15,10,0,0,0,1
266,0,0,0,0,0,0,0,5,0,0,3,0,1,6,,28,2,0,0,0,1
327,0,0,0,1,0,1,0,7,1,,3,0,0,10,0,19,10,0,0,0,0
166,0,0,0,0,0,0,0,7,0,0,3,0,0,5,0,20,4,0,0,0,1
123,0,0,1,1,0,1,1,0,0,0,3,1,1,9,4,46,7,0,0,0,1
229,0,0,0,0,0,0,0,0,0,0,3,1,1,7,,36,2,0,0,0,1
326,0,0,0,0,0,1,0,0,0,0,3,1,1,,2,31,,0,0,1,1
283,,0,0,0,0,0,0,0,0,0,3,0,0,,0,15,,0,0,0,1
186,0,0,0,1,0,2,1,0,0,0,3,1,1,10,7,45,4,0,0,0,1
316,0,0,0,1,0,1,1,3,1,,3,0,1,10,6,18,,0,0,1,0
78,0,0,0,0,0,0,1,2,0,0,3,1,0,8,0,33,3,0,0,0,1
85,0,0,0,1,0,2,1,6,0,1,2,1,1,6,6,27,0,0,0,0,1
279,0,0,0,,,1,0,3,1,,3,0,1,4,6,25,1,0,0,0,0
149,0,0,1,0,0,0,0,7,0,0,3,0,0,20,0,17,19,0,0,0,1
22,0,0,1,1,0,1,1,0,0,0,3,0,1,7,7,17,6,0,0,0,1
302,0,0,0,1,0,2,1,7,0,0,3,1,0,3,0,23,2,0,1,0,1
225,0,0,0,1,0,2,1,0,0,0,3,1,1,7,12,44,0,0,0,1,1
13,0,0,0,1,0,1,1,7,0,0,3,0,1,7,7,27,4,0,0,1,1
14,0,0,1,0,0,0,0,7,1,,3,0,1,6,7,22,5,0,0,1,0
305,0,0,0,1,0,2,1,7,0,0,1,1,1,8,12,45,-3,0,0,0,1
291,0,0,0,0,0,0,0,0,0,0,3,1,1,12,4,29,6,0,0,0,1
230,0,0,0,0,0,0,0,7,0,0,3,0,0,8,0,16,8,0,0,1,1
302,0,0,0,1,0,1,1,0,1,,3,1,1,5,7,26,3,0,1,0,0
56,0,0,0,0,0,1,1,7,0,0,3,0,0,4,0,20,4,0,0,1,1
22,0,0,1,0,0,0,0,0,0,0,3,0,1,6,,35,-1,0,0,0,1
275,0,0,0,0,0,1,0,7,0,0,3,0,1,8,7,21,6,0,1,0,1
321,0,0,0,1,0,2,1,0,0,0,3,1,0,8,0,33,4,0,0,1,1
52,0,0,1,1,0,1,1,4,0,0,3,1,1,,4,48,,0,0,1,1
261,0,0,1,0,0,0,0,0,0,0,3,0,1,8,,30,3,0,0,1,1
133,0,0,1,0,0,0,0,0,0,0,1,1,1,5,4,46,1,0,0,0,1
166,0,0,0,0,0,1,0,0,0,0,3,0,1,8,,43,3,0,0,0,1
77,0,0,0,0,0,0,0,7,0,0,3,1,1,8,4,31,5,0,0,1,1
326,0,0,0,0,0,0,0,5,0,0,3,0,0,6,0,18,6,0,0,1,1
137,0,0,0,0,0,0,0,0,0,0,3,1,0,7,0,48,3,0,0,0,1
304,0,0,0,0,0,1,0,0,0,0,3,0,1,,,49,,0,0,1,1
261,0,0,1,0,0,0,0,0,0,0,3,0,1,,7,38,,0,0,1,1
317,0,0,0,0,0,1,0,7,0,0,3,0,0,10,0,16,10,0,0,0,1
75,0,0,0,0,0,0,0,7,1,,3,1,1,5,2,18,5,0,0,0,0
40,0,0,0,1,0,1,1,7,0,0,3,1,0,4,0,17,4,1,0,0,1
21,0,0,0,1,0,1,1,7,0,0,3,1,1,4,7,19,4,1,0,0,1
271,0,0,0,1,0,1,1,0,,0,3,0,1,5,,30,0,0,0,0,0
203,0,0,0,0,0,0,0,0,0,0,3,0,1,,,45,,0,0,0,1
213,0,0,0,1,0,1,0,7,0,0,3,1,1,5,7,29,1,0,0,1,1
263,0,0,0,0,0,1,0,0,0,0,3,0,1,8,4,30,3,0,0,0,1
287,0,0,0,0,0,0,0,7,0,0,3,0,1,6,7,22,4,0,0,0,1
132,0,0,0,1,0,2,1,0,1,,3,0,1,6,7,28,4,0,0,0,0
167,0,0,0,1,0,1,0,4,0,0,1,0,1,,4,47,,1,0,0,1
161,0,0,0,0,0,0,0,0,0,0,3,1,1,6,7,29,3,0,0,0,1
68,0,0,0,0,0,0,0,7,0,1,2,1,1,4,,23,1,0,0,0,1
131,0,0,0,1,0,2,1,7,0,0,3,0,1,10,7,20,8,0,0,1,1
291,0,0,0,1,0,2,0,12,0,0,3,0,1,6,7,21,4,0,0,0,1
183,0,0,0,1,0,2,1,0,0,0,3,0,1,,7,33,,0,0,0,1
192,0,0,1,0,0,0,0,0,0,0,3,1,1,6,,35,5,0,0,0,1
275,0,0,0,0,0,0,0,0,0,0,3,0,1,10,7,35,8,0,1,0,1
79,0,0,0,0,0,0,0,7,0,0,3,1,1,5,7,18,4,0,0,0,1
208,0,0,0,0,0,0,0,6,0,1,2,0,0,5,0,17,5,0,0,0,1
278,0,0,0,0,0,1,0,0,0,0,3,0,0,10,0,16,10,0,0,1,1
53,0,0,0,0,0,0,0,7,0,0,3,0,0,3,0,31,1,0,0,1,1
211,0,0,0,1,0,1,1,4,0,0,3,0,1,4,8,44,4,0,1,0,1
54,0,0,0,0,0,0,1,7,0,0,3,0,0,,0,18,,0,0,1,1
232,0,0,0,1,0,2,1,7,0,1,1,1,1,7,4,30,2,0,0,0,1
230,0,0,0,0,0,1,0,0,0,0,3,0,1,8,,38,4,0,0,1,1
54,0,0,0,0,0,0,1,7,0,1,2,1,1,4,7,25,2,0,0,1,1
163,0,0,1,1,0,1,1,7,0,0,3,0,0,5,0,17,5,0,1,0,1
79,0,0,0,0,0,0,1,7,0,0,3,0,1,9,,21,9,0,0,0,1
232,0,0,0,0,0,0,0,0,0,0,3,1,1,,,46,,0,0,0,1
8,0,0,0,0,0,0,0,5,0,0,3,1,1,6,,30,1,0,0,0,1
306,0,0,0,0,0,1,0,0,1,,3,0,1,6,7,17,6,0,0,0,0
155,0,0,1,0,0,0,0,4,0,0,3,0,1,4,,40,-6,0,1,0,1
312,0,0,0,0,0,1,1,0,0,0,3,1,1,6,4,38,0,0,0,0,1
315,0,0,0,1,0,1,0,0,0,0,3,0,1,4,6,39,2,0,0,0,1
312,0,0,0,0,0,1,1,0,0,0,3,1,1,,4,36,,0,0,0,1
27,0,0,0,1,0,2,1,7,0,0,3,1,1,4,7,25,2,0,0,0,1
279,0,0,0,0,0,1,0,5,0,0,3,0,0,6,0,18,6,0,0,0,1
58,0,0,1,0,0,0,0,7,0,0,3,0,0,6,0,39,1,0,0,1,1
88,,0,0,0,0,1,0,7,0,0,3,0,1,,4,15,,0,0,0,1
210,,0,0,0,0,0,0,0,0,0,3,1,1,10,,35,4,0,0,1,1
306,0,0,0,0,0,1,0,0,0,0,3,0,1,,,41,,0,0,0,1
241,0,0,0,0,0,0,0,0,1,,3,0,1,,,30,,0,0,0,0
181,0,0,0,0,0,0,0,0,0,0,3,0,1,,,35,,0,0,0,1
176,0,0,0,0,0,0,0,0,0,0,3,0,1,6,2,35,3,0,0,0,1
11,0,0,0,0,0,0,0,7,0,0,3,0,0,4,0,17,4,0,0,0,1
317,0,0,0,0,0,1,0,2,0,0,3,0,1,10,2,19,9,0,0,0,1
90,0,0,0,0,0,0,0,0,0,0,3,0,1,8,2,37,3,0,0,0,1
260,0,0,0,0,0,1,0,0,0,0,3,0,1,15,,48,5,0,0,1,1
133,0,0,0,0,0,0,1,7,0,0,3,0,0,4,0,18,3,0,0,0,1
317,0,0,0,0,0,0,1,7,1,,3,0,1,8,8,27,4,0,0,0,0
5,0,0,0,0,0,0,0,4,0,0,3,0,0,,0,38,,0,0,0,1
42,0,1,1,1,0,2,0,7,0,0,3,0,0,6,0,21,6,1,0,0,1
161,0,0,0,0,0,1,0,3,0,0,3,0,1,,4,35,,0,0,0,1
27,0,0,0,0,0,0,0,0,0,0,3,0,1,,4,22,,0,0,0,1
304,0,0,0,0,0,0,0,0,0,0,3,1,1,7,,29,1,0,0,1,1
130,0,0,0,0,0,0,1,7,1,,3,1,1,6,7,26,3,1,0,0,0
72,,0,0,0,0,0,0,4,0,0,3,1,1,10,7,36,10,0,0,1,1
241,0,0,0,1,0,2,0,0,0,0,3,0,1,,,18,,0,0,0,1
69,0,0,0,0,0,0,0,0,0,0,3,0,1,,,36,,0,0,0,1
311,0,0,0,0,0,0,1,0,0,0,3,0,1,6,,46,0,0,0,1,1
180,0,0,0,0,0,0,0,7,0,0,3,1,1,5,7,28,2,0,0,0,1
303,0,0,0,0,0,1,0,0,0,0,3,0,1,,7,26,,0,0,1,1
11,0,0,0,0,0,0,0,7,1,,3,0,1,4,7,24,3,0,0,0,0
37,0,0,1,0,0,0,0,7,0,0,3,0,1,4,7,24,1,0,1,0,1
259,0,0,0,0,0,0,1,7,0,0,3,1,1,6,7,19,4,0,0,1,1
243,0,0,1,0,0,0,0,7,1,,3,1,1,5,7,20,4,0,1,0,0
3,0,0,1,1,0,2,1,7,1,,3,1,1,6,7,34,2,0,0,0,0
169,,0,1,0,0,0,1,7,0,0,3,0,0,6,0,33,6,0,0,0,1
205,0,0,1,1,0,1,0,7,0,0,3,1,0,2,0,21,2,0,1,0,1
214,0,0,0,0,0,0,0,0,0,0,3,0,1,7,4,34,1,0,0,1,1
31,0,0,0,,,,1,7,0,0,3,1,1,3,3,21,2,0,0,0,1
138,0,0,0,0,0,0,0,4,0,0,3,0,1,2,7,20,2,0,0,0,1
200,0,0,0,0,0,0,0,0,0,0,3,0,1,,,43,,0,0,0,1
244,0,0,1,0,0,0,0,0,0,0,3,0,1,8,,34,3,0,1,0,1
6,0,0,0,0,0,1,0,7,0,0,3,1,1,4,7,22,2,0,0,1,1
62,0,0,1,1,0,2,1,0,0,0,3,0,1,6,4,45,6,0,0,0,1
73,0,0,0,0,0,0,0,5,0,1,2,1,1,10,3,26,8,0,0,0,1
181,0,0,0,0,0,0,0,7,0,0,3,1,1,5,2,25,3,0,0,0,1
136,0,0,0,0,0,0,0,7,0,0,3,0,0,,0,17,,0,0,0,1
327,0,0,0,0,0,0,0,0,1,,3,0,1,6,7,20,4,0,0,0,0
136,0,0,0,0,0,0,1,4,0,0,3,0,1,6,4,34,4,0,0,0,1
315,0,0,0,0,0,0,0,2,1,,3,0,1,9,4,25,6,0,0,0,0
186,0,0,0,1,0,1,1,0,0,0,3,0,1,,,47,,0,0,0,1
215,0,0,0,0,0,1,0,0,0,1,2,0,1,10,,19,9,0,0,0,1
52,0,0,1,0,0,0,0,0,0,0,3,1,1,6,4,28,0,0,0,1,1
24,0,0,0,1,0,1,1,0,0,0,3,0,1,8,,27,6,0,0,0,1
319,0,0,0,0,0,0,0,0,0,0,3,0,1,5,4,44,-2,0,0,0,1
155,0,0,1,0,0,0,1,4,0,0,3,1,0,10,0,40,5,0,1,0,1
258,0,0,1,0,0,0,0,7,1,,3,1,1,6,7,25,2,0,0,1,0
57,0,0,1,0,0,0,1,7,0,0,3,1,0,4,0,20,4,1,0,1,1
167,0,0,0,0,0,0,0,2,1,,3,0,1,,2,29,,1,0,0,0
304,0,0,0,0,0,1,0,7,0,0,3,1,0,,0,29,,0,0,1,1
289,0,0,0,1,0,1,0,0,0,1,2,0,1,10,4,34,2,0,0,1,1
227,0,0,0,0,0,0,0,0,1,,3,1,1,10,,41,3,0,0,0,0
294,0,0,0,0,0,0,0,5,0,0,3,0,1,5,7,19,3,0,0,0,1
90,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,17,10,0,0,0,1
318,0,0,0,0,0,0,0,0,0,0,3,1,1,,,47,,0,0,0,1
261,0,0,1,0,0,0,0,0,0,0,3,1,1,7,,36,6,0,0,1,1
22,0,0,1,,,0,0,6,0,1,1,0,1,6,,25,2,0,0,0,1
174,0,0,0,0,0,0,0,7,0,1,1,1,1,4,7,22,1,0,0,0,1
209,0,0,0,0,0,0,0,0,0,0,3,0,1,10,,42,9,0,0,0,1
307,0,0,0,0,0,1,1,0,1,,3,0,1,4,7,20,2,0,0,1,0
271,0,0,0,0,0,0,0,0,1,,3,0,1,,6,31,,0,0,0,0
168,0,0,0,1,0,1,1,0,1,,3,1,1,3,4,30,-2,0,0,0,0
138,0,0,0,1,0,2,1,7,0,1,1,1,1,5,7,26,,0,0,0,1
69,0,0,0,1,0,1,1,7,0,0,3,1,1,5,7,19,4,0,0,0,1
124,0,0,1,1,0,1,1,7,0,0,3,0,1,4,6,22,3,0,0,0,1
274,0,0,0,0,0,1,0,0,0,1,2,0,1,10,7,35,5,0,1,0,1
248,0,0,0,1,0,1,0,9,0,0,3,0,0,,0,16,,0,0,0,1
225,0,0,0,0,0,1,0,0,0,0,3,0,0,5,0,30,2,0,0,1,1
182,0,0,0,1,0,2,0,0,0,0,3,0,1,,3,36,,0,0,0,1
181,0,0,0,1,0,1,0,7,0,0,3,0,0,,0,34,,0,0,0,1
69,0,0,0,0,0,0,0,0,0,0,3,1,1,8,,43,1,0,0,0,1
88,,0,0,1,0,1,1,7,0,0,3,0,1,8,7,23,8,0,0,0,1
275,0,0,0,0,0,0,0,1,1,,3,0,1,15,7,34,12,0,1,0,0
46,0,0,1,1,0,1,1,7,0,0,3,0,0,7,0,15,7,0,1,1,1
185,0,0,0,0,0,0,0,7,0,0,3,0,0,,0,22,,0,0,0,1
145,0,0,1,0,0,0,0,7,0,0,3,0,0,4,0,16,4,0,0,0,1
285,0,1,0,1,0,3,1,6,0,0,1,1,0,6,0,35,3,1,0,1,1
279,0,0,0,0,0,0,0,0,0,0,3,0,1,13,,27,9,0,0,0,1
57,0,0,0,1,0,1,1,7,0,0,3,0,1,,7,25,,1,0,1,1
10,0,0,0,0,0,0,0,7,0,0,3,0,0,5,0,19,5,0,0,1,1
181,0,0,0,0,0,0,0,0,,0,3,0,0,,0,46,,0,0,0,0
206,0,0,0,0,0,0,0,0,0,0,3,1,0,,0,19,,0,1,0,1
271,0,0,0,0,0,1,0,7,1,,3,1,1,5,7,24,4,0,0,0,0
275,0,0,0,0,0,1,0,0,0,0,3,0,1,13,,44,3,0,1,0,1
165,0,0,1,0,0,0,0,0,0,0,3,0,1,,4,38,,0,0,1,1
268,0,0,0,0,0,1,0,7,0,0,3,0,1,5,5,19,3,0,0,0,1
257,0,0,0,0,0,0,0,0,0,0,3,0,1,8,4,36,3,0,0,1,1
278,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,16,3,0,0,1,1
187,0,0,0,0,0,0,0,7,0,0,3,1,1,6,7,21,3,0,0,1,1
291,0,0,0,1,0,2,1,2,0,1,2,1,1,6,6,32,-1,0,0,0,1
279,0,0,0,1,0,2,0,0,1,,3,0,1,,4,39,,0,0,0,0
263,0,0,0,1,0,1,1,7,1,,3,1,0,6,0,17,6,0,0,0,0
268,0,0,0,0,0,1,0,7,0,0,3,0,0,4,0,17,4,0,0,0,1
7,,0,0,0,0,0,1,7,0,0,3,1,1,8,,27,6,0,0,0,1
319,0,0,0,0,0,0,0,0,0,0,3,1,1,5,4,23,2,0,0,0,1
93,0,0,0,0,0,0,0,4,0,0,3,1,1,9,4,47,5,0,0,0,1
69,0,0,0,0,0,0,0,0,1,,3,0,1,10,4,39,6,0,0,0,0
287,0,0,1,1,0,1,1,7,0,0,3,1,1,6,7,19,6,0,0,0,1
326,0,0,0,0,0,0,1,7,0,0,3,1,0,5,0,21,3,0,0,1,1
323,0,0,0,0,0,0,0,4,0,0,3,0,1,8,,36,1,0,0,1,1
169,,0,1,0,0,0,0,3,0,0,3,0,1,3,4,37,-1,0,0,0,1
245,0,0,1,0,0,0,0,0,0,0,3,0,1,,7,35,,0,0,0,1
140,0,0,0,0,0,0,0,0,0,0,3,0,1,4,7,27,1,0,0,1,1
129,0,0,0,1,0,1,1,0,0,0,3,0,1,6,,45,-6,1,0,0,1
287,0,0,0,0,0,1,0,6,0,0,3,0,0,,0,15,,0,0,0,1
62,0,0,1,0,0,0,0,6,0,0,3,0,0,6,0,27,5,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,3,0,1,5,,49,,0,0,0,1
240,0,0,0,1,0,2,1,6,0,0,3,1,1,6,,21,4,0,0,1,1
319,0,0,0,0,0,0,0,0,,0,3,0,1,6,,26,4,0,0,0,0
69,0,0,0,0,0,0,0,7,0,0,3,0,1,7,7,25,4,0,0,0,1
92,0,0,0,0,0,0,0,7,0,1,1,0,0,4,0,30,-1,0,0,0,1
165,0,0,0,0,0,0,0,4,0,0,3,0,1,,,48,,0,0,1,1
257,0,0,0,0,0,0,1,7,0,0,3,0,1,5,,19,5,0,0,1,1
154,1,0,1,0,0,0,0,4,0,0,3,1,1,4,5,37,2,0,0,1,1
176,0,0,1,0,0,0,0,0,0,0,3,0,0,,0,16,,0,0,0,1
227,0,0,0,1,0,2,1,7,1,,3,0,1,4,7,24,3,0,0,0,0
180,0,0,0,0,0,0,0,0,0,0,3,1,1,9,,47,0,0,0,0,1
279,0,0,0,0,0,0,0,5,0,0,3,0,0,4,0,25,2,0,0,0,1
52,0,0,1,1,0,1,1,7,0,0,3,0,0,4,0,16,4,0,0,1,1
10,0,0,1,0,0,0,0,0,0,0,3,0,1,6,,40,2,0,0,1,1
305,0,0,0,0,0,0,0,0,0,0,3,0,1,10,1,29,7,0,0,0,1
36,0,0,1,0,0,0,1,0,0,0,3,0,1,9,5,41,3,0,0,0,1
276,0,0,0,1,0,2,1,7,0,0,3,0,0,7,0,16,7,0,0,0,1
293,0,0,0,0,0,1,0,7,0,0,3,0,0,10,0,16,10,0,0,0,1
289,0,0,0,1,0,1,1,4,0,0,3,1,1,4,8,40,-4,0,0,1,1
276,0,0,0,1,0,2,1,6,0,0,3,0,0,6,0,19,5,0,0,0,1
233,0,0,0,0,0,1,1,7,0,0,3,0,0,4,0,22,2,0,0,1,1
75,0,0,0,0,0,0,0,7,0,0,3,0,1,10,,19,10,0,0,0,1
240,0,0,0,1,0,2,1,7,0,0,3,1,1,5,7,27,4,0,0,1,1
78,0,0,0,0,0,0,1,2,0,0,3,0,0,5,0,25,3,0,0,0,1
263,0,0,0,1,0,2,1,7,0,0,3,1,1,10,8,33,4,0,0,0,1
271,0,0,0,1,0,2,1,7,0,0,3,1,1,6,,26,2,0,0,0,1
227,0,0,0,1,0,2,1,0,0,0,3,0,1,5,,37,2,0,0,0,1
324,0,0,0,0,0,0,0,0,0,0,3,0,1,8,,48,7,0,0,1,1
44,0,0,1,1,0,2,1,7,0,0,3,0,1,4,7,25,2,0,0,1,1
242,0,0,0,0,0,0,0,0,0,1,2,0,1,15,,25,13,0,0,0,1
283,,0,0,0,0,0,0,6,0,0,3,0,0,6,0,16,6,0,0,0,1
232,0,0,0,0,0,0,0,0,0,0,3,0,1,,4,46,,0,0,0,1
54,0,0,0,1,0,1,1,7,0,0,3,0,1,5,7,20,5,0,0,1,1
225,0,0,0,1,0,1,1,7,0,0,3,1,1,6,12,22,3,0,0,1,1
306,0,0,0,0,0,1,0,7,1,,3,0,1,,,22,,0,0,0,0
206,0,0,1,0,0,0,0,10,0,0,3,1,0,6,0,23,5,0,1,0,1
325,0,0,0,,,,0,0,1,,3,0,1,7,7,27,4,0,0,0,0
324,0,0,0,0,0,0,0,0,0,0,3,0,1,10,3,43,2,0,0,1,1
167,0,0,0,0,0,0,0,0,0,0,3,0,1,4,4,27,-1,1,0,0,1
180,0,0,0,0,0,0,0,0,0,0,3,1,1,,,36,,0,0,0,1
165,0,0,0,0,0,0,0,7,0,0,3,1,1,7,4,34,1,0,0,1,1
140,0,0,0,0,0,0,0,4,0,0,3,0,1,6,,46,6,0,0,1,1
279,0,0,0,1,0,2,1,0,0,0,3,0,1,,4,30,,0,0,0,1
232,0,0,0,0,0,0,0,0,0,0,3,0,1,4,7,33,0,0,0,0,1
148,0,0,0,0,0,0,1,7,0,0,3,1,0,4,0,16,4,0,0,0,1
87,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,23,0,0,1,0,1
53,0,0,0,0,0,0,0,4,0,0,3,0,0,4,0,40,-7,0,0,1,1
24,0,0,0,0,0,0,1,0,0,0,3,0,1,9,,21,7,0,0,0,1
200,0,0,0,0,0,0,0,7,1,,3,1,1,6,7,24,4,0,0,0,0
69,0,0,0,0,0,1,0,7,0,0,3,0,0,4,0,17,3,0,0,0,1
24,0,0,0,0,0,0,0,0,0,0,3,0,1,11,,25,8,0,0,0,1
23,0,0,1,0,0,0,0,7,0,0,3,0,0,6,0,20,4,0,0,0,1
316,0,0,0,0,0,1,0,0,0,0,3,0,0,4,0,15,4,0,0,1,1
6,0,0,0,0,0,0,0,0,0,0,3,0,1,10,,39,4,0,0,1,1
130,0,0,1,0,0,1,0,0,0,0,3,1,1,10,,45,3,1,0,0,1
323,0,0,0,0,0,0,0,0,0,0,3,0,1,6,7,35,6,0,0,1,1
275,0,0,0,0,0,0,0,2,0,0,3,0,1,8,,29,4,0,1,0,1
247,0,0,1,0,0,0,0,7,0,0,3,0,1,6,7,20,5,0,0,0,1
281,0,0,1,0,0,0,0,0,0,0,3,0,1,8,,48,-1,1,0,1,1
260,0,0,0,0,0,0,0,7,0,0,3,0,0,8,0,15,8,0,0,1,1
200,0,0,0,0,0,0,0,7,1,,3,1,1,6,7,22,3,0,0,0,0
200,0,0,0,0,0,0,0,7,0,1,2,0,1,5,7,20,4,0,0,0,1
260,0,0,0,1,0,2,0,7,0,0,3,0,1,10,7,19,9,0,0,1,1
322,0,0,0,0,0,0,0,0,1,,3,0,1,5,6,32,1,0,0,0,0
85,0,0,0,1,0,2,1,0,0,0,3,1,1,,2,37,,0,0,0,1
274,0,0,0,0,0,0,0,0,0,0,3,0,1,,,26,,0,1,0,1
46,0,0,0,1,0,1,1,7,0,0,3,0,1,5,7,25,2,0,1,1,1
326,0,0,0,0,0,0,1,7,0,0,3,1,0,6,0,25,5,0,0,1,1
147,0,0,0,0,0,0,0,3,0,0,1,0,0,,0,39,,0,0,0,1
156,,0,1,0,0,0,1,4,0,0,3,0,1,7,4,38,3,0,0,0,1
312,0,0,0,0,0,1,0,0,0,0,3,0,1,,,48,,0,0,0,1
228,0,0,0,0,0,1,0,0,0,0,3,0,1,6,,39,3,0,0,0,1
7,,0,0,0,0,0,0,0,0,0,3,0,1,5,7,16,4,0,0,0,1
317,0,0,0,0,0,0,0,7,1,,3,0,1,6,7,21,5,0,0,0,0
196,0,0,1,0,0,1,0,7,0,0,3,1,1,5,7,25,3,0,0,0,1
11,0,0,0,0,0,0,0,5,0,0,3,1,1,5,,30,3,0,0,0,1
309,0,0,0,0,0,1,0,0,0,0,3,0,1,6,8,40,-1,0,0,0,1
182,0,0,0,0,0,1,1,7,0,0,3,0,1,,7,23,,0,0,0,1
305,0,0,0,1,0,2,0,7,0,0,3,1,1,6,7,19,5,0,0,0,1
303,0,0,0,1,0,2,1,7,0,0,3,1,1,6,7,25,3,0,0,1,1
43,0,0,0,1,0,1,1,4,0,0,3,0,1,6,3,42,-1,0,0,0,1
152,0,0,0,1,0,2,1,0,0,0,3,1,1,5,,30,3,0,0,0,1
176,0,0,0,0,0,0,0,7,0,0,1,1,0,,0,27,,0,0,0,1
30,0,0,1,0,0,0,0,0,0,0,3,1,1,10,,24,7,0,0,0,1
248,0,0,0,1,0,2,1,7,0,0,3,0,1,4,12,21,3,0,0,0,1
60,0,0,0,0,0,0,1,7,0,0,3,0,0,6,0,24,2,0,0,1,1
311,0,0,0,0,0,0,0,0,0,0,3,1,1,5,3,24,3,0,0,1,1
169,,0,0,0,0,0,0,2,0,0,3,0,0,8,0,37,6,0,0,0,1
317,0,0,0,1,0,1,1,7,1,,3,0,1,4,7,17,4,0,0,0,0
181,0,0,0,0,0,0,0,0,0,0,3,0,1,,7,45,,0,0,0,1
185,0,0,0,0,0,0,0,7,0,0,3,0,1,5,7,22,4,0,0,0,1
182,0,0,0,0,0,0,0,0,0,0,3,1,1,,,27,,0,0,0,1
272,0,0,0,1,0,2,0,0,0,0,3,0,1,,7,22,,0,0,0,1
208,0,0,0,1,0,2,1,6,0,0,3,0,0,3,0,17,3,0,0,0,1
139,0,0,1,0,0,1,0,7,0,0,3,0,0,2,0,15,2,1,0,1,1
44,0,0,1,0,0,0,1,7,0,0,3,1,1,6,7,26,4,0,0,1,1
149,0,0,0,0,0,0,0,0,0,0,3,0,1,6,6,39,0,0,0,0,1
163,0,0,1,1,0,1,1,7,0,0,3,0,0,4,0,15,4,0,1,0,1
216,0,0,0,0,0,0,0,4,0,0,3,1,1,7,,20,6,0,0,0,1
241,0,0,0,0,0,1,0,0,0,0,3,0,1,8,,28,4,0,0,0,1
290,0,0,0,0,0,0,1,7,1,,3,0,1,5,7,20,4,0,0,1,0
249,0,0,0,0,0,0,1,7,0,0,3,0,1,7,7,33,4,0,0,0,1
21,0,0,0,1,0,1,1,5,0,1,1,1,1,6,7,30,2,1,0,0,1
87,0,0,1,1,0,1,1,0,1,,3,1,1,5,2,41,0,0,1,0,0
156,,0,1,0,0,0,0,7,0,0,3,0,1,5,4,20,3,0,0,0,1
269,0,0,0,0,0,1,0,0,0,0,3,0,0,5,0,15,5,0,0,0,1
305,0,0,0,0,0,1,0,7,0,0,3,0,1,10,,27,7,0,0,0,1
241,0,0,0,0,0,0,0,0,1,,3,0,1,,,20,,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,3,0,1,7,,32,3,0,0,0,1
132,0,0,0,1,0,1,1,0,1,,3,0,1,8,4,35,1,0,0,0,0
295,0,0,0,1,0,1,0,0,0,0,3,0,1,,3,49,,0,0,0,1
314,0,0,0,0,0,0,1,0,0,0,3,1,1,5,7,18,4,0,0,0,1
247,0,0,1,0,0,1,0,0,0,0,3,0,1,6,7,35,2,0,0,0,1
307,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,34,-2,0,0,1,1
205,0,0,0,0,0,0,0,5,0,0,3,0,0,4,0,15,4,0,1,0,1
36,0,0,1,1,0,1,0,2,0,0,1,1,1,6,6,45,3,0,0,0,1
302,0,0,0,1,0,1,0,0,0,0,3,0,1,7,,45,-1,0,1,0,1
247,0,0,0,0,0,0,1,7,1,,3,1,1,,7,25,,0,0,0,0
94,0,0,0,,,0,0,7,0,0,3,0,0,10,0,23,9,0,0,1,1
44,0,0,1,1,0,2,1,7,1,,3,1,1,6,7,25,4,0,0,1,0
167,0,0,0,0,0,0,0,7,0,0,3,1,1,6,7,27,4,1,0,0,1
260,0,0,0,1,0,2,1,0,0,0,3,0,1,,,42,,0,0,1,1
186,0,0,0,0,0,0,1,7,0,0,3,0,1,,4,31,,0,0,0,1
317,0,0,0,1,0,1,1,0,,0,3,0,1,7,4,32,1,0,0,0,0
131,0,0,0,1,0,1,0,0,0,0,3,1,1,6,,47,,0,0,1,1
136,0,0,0,0,0,0,0,7,0,0,3,1,0,4,0,16,4,0,0,0,1
213,0,0,0,0,0,0,0,5,0,0,3,0,0,6,0,16,6,0,0,1,1
166,0,0,0,0,0,1,1,0,1,,3,0,1,10,,21,10,0,0,0,0
133,0,0,0,1,0,1,1,0,0,0,3,1,1,6,4,48,4,0,0,0,1
